path,title,source_url,evidence_url,rights_basis,obligations,decision,notes
docs/4-research/papers/by-topic/01-ferroelectric-materials/landau_khalatnikov_circuit_model_2001.pdf,Landau-Khalatnikov Circuit Model Ferroelectric Hysteresis,https://arxiv.org/pdf/cond-mat/0108189.pdf,https://arxiv.org/abs/cond-mat/0108189,arXiv item page did not show explicit redistribution license; retain as link only,none,replace-with-link,Explicit redistribution evidence is required before changing this row to keep.
docs/4-research/papers/by-topic/01-ferroelectric-materials/mayergoyz_mathematical_models_hysteresis_1992_osti.pdf,Mathematical Models of Hysteresis,https://digital.library.unt.edu/ark:/67531/metadc1188581/m2/1/high_res_d/6946876.pdf,https://digital.library.unt.edu/ark:/67531/metadc1188581/m2/1/high_res_d/6946876.pdf,"OSTI/UNT hosted copy located, but explicit item-level permissive redistribution notice was not verified for this mirrored PDF",none,replace-with-link,Explicit redistribution evidence is required before changing this row to keep.
docs/4-research/papers/by-topic/01-ferroelectric-materials/metastable_depolarization_hzo_2022.pdf,metastable_depolarization_hzo_2022,,,,,replace-with-link,Explicit redistribution evidence is required before changing this row to keep.
docs/4-research/papers/by-topic/01-ferroelectric-materials/newton_secant_preisach_control_2024.pdf,Newton Secant Methods for Preisach Control,https://arxiv.org/pdf/2406.11296.pdf,https://arxiv.org/abs/2406.11296,arXiv item page did not show explicit redistribution license; retain as link only,none,replace-with-link,Explicit redistribution evidence is required before changing this row to keep.
docs/4-research/papers/by-topic/01-ferroelectric-materials/physical_reality_preisach_2018.pdf,Physical Reality of Preisach Model,https://doi.org/10.1038/s41467-018-06717-w,https://www.nature.com/articles/s41467-018-06717-w,Creative Commons Attribution 4.0 International License shown on Nature article page,"attribution, retain license notice/link, indicate changes",keep-with-conditions,Explicit redistribution evidence is required before changing this row to keep.
docs/4-research/papers/by-topic/01-ferroelectric-materials/preisach_fecap_jap_2001.pdf,Preisach model for the simulation of ferroelectric capacitors,https://juser.fz-juelich.de/record/36264/files/4398.pdf,https://publishing.aip.org/resources/researchers/rights-and-permissions/sharing-content-online/,AIP sharing policy requires explicit version-specific sharing rights; mirroring permission was not verified for this hosted PDF copy,none,replace-with-link,Explicit redistribution evidence is required before changing this row to keep.
docs/4-research/papers/by-topic/01-ferroelectric-materials/salahuddin_datta_negative_capacitance_2007.pdf,salahuddin_datta_negative_capacitance_2007,,,,,replace-with-link,Explicit redistribution evidence is required before changing this row to keep.
docs/4-research/papers/by-topic/01-ferroelectric-materials/sliding_ferroelectrics_review_2025.pdf,sliding_ferroelectrics_review_2025,,,,,replace-with-link,Explicit redistribution evidence is required before changing this row to keep.
docs/4-research/papers/by-topic/01-ferroelectric-materials/strain_antipolar_hafnia_sciadv_2022.pdf,strain_antipolar_hafnia_sciadv_2022,,,,,replace-with-link,Explicit redistribution evidence is required before changing this row to keep.
docs/4-research/papers/by-topic/01-ferroelectric-materials/transition_state_landau_ferroelectric_2024.pdf,Transition-State-Theory Landau Double Well Ferroelectrics,https://arxiv.org/pdf/2404.13138.pdf,https://arxiv.org/abs/2404.13138,CC BY 4.0 shown on arXiv item page,"attribution, license link, indicate changes, no extra restrictions",keep,Explicit redistribution evidence is required before changing this row to keep.
docs/4-research/papers/by-topic/02-training-algorithms/Advanced_Quantization_Training_arXiv.pdf,Advanced_Quantization_Training_arXiv,https://arxiv.org/pdf/2004.09602.pdf,https://arxiv.org/abs/2004.09602,arXiv item page did not show explicit redistribution license; retain as link only,none,replace-with-link,Explicit redistribution evidence is required before changing this row to keep.
docs/4-research/papers/by-topic/02-training-algorithms/Analog_AI_Hardware_Codesign_arXiv.pdf,Analog_AI_Hardware_Codesign_arXiv,https://arxiv.org/pdf/2006.10801.pdf,https://arxiv.org/abs/2006.10801,arXiv item page did not show explicit redistribution license; retain as link only,none,replace-with-link,Explicit redistribution evidence is required before changing this row to keep.
docs/4-research/papers/by-topic/02-training-algorithms/Binarized_Neural_Networks_Hardware_arXiv.pdf,Binarized_Neural_Networks_Hardware_arXiv,https://arxiv.org/pdf/2003.03488.pdf,https://arxiv.org/abs/2003.03488,arXiv item page did not show explicit redistribution license; retain as link only,none,replace-with-link,Explicit redistribution evidence is required before changing this row to keep.
docs/4-research/papers/by-topic/02-training-algorithms/Low_Precision_Neural_Networks_arXiv.pdf,Low_Precision_Neural_Networks_arXiv,https://arxiv.org/pdf/2103.13630.pdf,https://arxiv.org/abs/2103.13630,arXiv item page did not show explicit redistribution license; retain as link only,none,replace-with-link,Explicit redistribution evidence is required before changing this row to keep.
docs/4-research/papers/by-topic/02-training-algorithms/Quantization_Aware_Training_arXiv.pdf,Quantization_Aware_Training_arXiv,https://arxiv.org/pdf/1712.05877.pdf,https://arxiv.org/abs/1712.05877,arXiv item page did not show explicit redistribution license; retain as link only,none,replace-with-link,Explicit redistribution evidence is required before changing this row to keep.
docs/4-research/papers/by-topic/02-training-algorithms/Ternary_Neural_Networks_Hardware_arXiv.pdf,Ternary_Neural_Networks_Hardware_arXiv,https://arxiv.org/pdf/1605.04711.pdf,https://arxiv.org/abs/1605.04711,arXiv item page did not show explicit redistribution license; retain as link only,none,replace-with-link,Explicit redistribution evidence is required before changing this row to keep.
docs/4-research/papers/by-topic/02-training-algorithms/Variation_Resilient_FeFET_BNN_MNIST_2024.pdf,Variation_Resilient_FeFET_BNN_MNIST_2024,,,,,replace-with-link,Explicit redistribution evidence is required before changing this row to keep.
docs/4-research/papers/by-topic/02-training-algorithms/aimc_accuracy_post_training_2024.pdf,Improving AIMC Accuracy Post-Training,https://arxiv.org/pdf/2401.09859.pdf,https://arxiv.org/abs/2401.09859,CC BY 4.0 shown on arXiv item page,"attribution, license link, indicate changes, no extra restrictions",keep,Explicit redistribution evidence is required before changing this row to keep.
docs/4-research/papers/by-topic/02-training-algorithms/low_bit_quantization_neural_nets_2022.pdf,low_bit_quantization_neural_nets_2022,,,,,replace-with-link,Explicit redistribution evidence is required before changing this row to keep.
docs/4-research/papers/by-topic/02-training-algorithms/quantization_aware_training_survey_2023.pdf,quantization_aware_training_survey_2023,,,,,replace-with-link,Explicit redistribution evidence is required before changing this row to keep.
docs/4-research/papers/by-topic/02-training-algorithms/tiki_taka_analog_training_2024.pdf,Exact Gradient Training on Analog Tiki-Taka,https://arxiv.org/pdf/2406.12774.pdf,https://arxiv.org/abs/2406.12774,arXiv item page did not show explicit redistribution license; retain as link only,none,replace-with-link,Explicit redistribution evidence is required before changing this row to keep.
docs/4-research/papers/by-topic/03-simulation-tools/CrossSim_SAND2021-12318C.pdf,CrossSim_SAND2021-12318C,,,,,replace-with-link,Explicit redistribution evidence is required before changing this row to keep.
docs/4-research/papers/by-topic/03-simulation-tools/DNNNeuroSim_Integrated_Benchmark_arXiv.pdf,DNNNeuroSim_Integrated_Benchmark_arXiv,,,,,replace-with-link,Explicit redistribution evidence is required before changing this row to keep.
docs/4-research/papers/by-topic/03-simulation-tools/FerroX_arXiv_2210.15668.pdf,FerroX_arXiv_2210.15668,https://arxiv.org/pdf/2210.15668.pdf,https://arxiv.org/abs/2210.15668,CC BY 4.0 shown on arXiv item page,"attribution, license link, indicate changes, no extra restrictions",keep,Duplicate file of arXiv:2210.15668; same licensed article as already kept rows.
docs/4-research/papers/by-topic/03-simulation-tools/IBM_AIHWKit_arXiv_2307.09357.pdf,IBM_AIHWKit_arXiv_2307.09357,https://arxiv.org/pdf/2307.09357.pdf,https://arxiv.org/abs/2307.09357,CC BY 4.0 shown on arXiv item page,"attribution, license link, indicate changes, no extra restrictions",keep,Duplicate file of arXiv:2307.09357; same licensed article as already kept row.
docs/4-research/papers/by-topic/03-simulation-tools/NeuroSim_Benchmark_arXiv.pdf,NeuroSim_Benchmark_arXiv,https://arxiv.org/pdf/2308.06227.pdf,https://arxiv.org/abs/2308.06227,arXiv item page did not show explicit redistribution license; retain as link only,none,replace-with-link,Explicit redistribution evidence is required before changing this row to keep.
docs/4-research/papers/by-topic/03-simulation-tools/PEtra_arXiv_2410.16016.pdf,PEtra_arXiv_2410.16016,,,,,replace-with-link,Explicit redistribution evidence is required before changing this row to keep.
docs/4-research/papers/by-topic/03-simulation-tools/compass_compiler_framework_2025.pdf,COMPASS: CIM Compiler Framework,https://arxiv.org/pdf/2501.06780.pdf,https://arxiv.org/abs/2501.06780,CC BY 4.0 shown on arXiv item page,"attribution, license link, indicate changes, no extra restrictions",keep,Explicit redistribution evidence is required before changing this row to keep.
docs/4-research/papers/by-topic/03-simulation-tools/ferrox_gpu_phasefield_2022.pdf,FerroX: GPU Phase-Field for Ferroelectrics,https://arxiv.org/pdf/2210.15668.pdf,https://arxiv.org/abs/2210.15668,CC BY 4.0 shown on arXiv item page,"attribution, license link, indicate changes, no extra restrictions",keep,Explicit redistribution evidence is required before changing this row to keep.
docs/4-research/papers/by-topic/03-simulation-tools/ferrox_gpu_phasefield_2023.pdf,FerroX: GPU Phase-Field Framework,https://arxiv.org/pdf/2210.15668.pdf,https://arxiv.org/abs/2210.15668,CC BY 4.0 shown on arXiv item page,"attribution, license link, indicate changes, no extra restrictions",keep,Explicit redistribution evidence is required before changing this row to keep.
docs/4-research/papers/by-topic/03-simulation-tools/ferrox_hzo_polycrystalline_2024.pdf,ferrox_hzo_polycrystalline_2024,https://arxiv.org/pdf/2402.05331.pdf,https://arxiv.org/abs/2402.05331,CC BY 4.0 shown on arXiv item page,"attribution, license link, indicate changes, no extra restrictions",keep,ArXiv item page shows CC BY 4.0.
docs/4-research/papers/by-topic/03-simulation-tools/neurosim_validation_2021.pdf,neurosim_validation_2021,,,,,replace-with-link,Explicit redistribution evidence is required before changing this row to keep.
docs/4-research/papers/by-topic/04-cim-architectures/3D_FeFET_Architectures_2025.pdf,3D_FeFET_Architectures_2025,https://arxiv.org/pdf/2504.09713.pdf,https://arxiv.org/abs/2504.09713,CC BY-NC-SA 4.0 shown on arXiv item page,"attribution, noncommercial only, share alike, license link, indicate changes",keep-with-conditions,ArXiv item page shows CC BY-NC-SA 4.0.
docs/4-research/papers/by-topic/04-cim-architectures/Analog_AI_Accelerators_Survey_arXiv.pdf,Analog_AI_Accelerators_Survey_arXiv,https://arxiv.org/pdf/2012.00052.pdf,https://arxiv.org/abs/2012.00052,CC BY 4.0 shown on arXiv item page,"attribution, license link, indicate changes, no extra restrictions",keep,Explicit redistribution evidence is required before changing this row to keep.
docs/4-research/papers/by-topic/04-cim-architectures/Analog_AI_Promise_arXiv.pdf,Analog_AI_Promise_arXiv,https://arxiv.org/pdf/2406.12911.pdf,https://arxiv.org/abs/2406.12911,CC BY 4.0 shown on arXiv item page,"attribution, license link, indicate changes, no extra restrictions",keep,Explicit redistribution evidence is required before changing this row to keep.
docs/4-research/papers/by-topic/04-cim-architectures/Analog_CIM_Energy_Efficiency_arXiv.pdf,Analog_CIM_Energy_Efficiency_arXiv,https://arxiv.org/pdf/2406.08413.pdf,https://arxiv.org/abs/2406.08413,CC BY 4.0 shown on arXiv item page,"attribution, license link, indicate changes, no extra restrictions",keep,Explicit redistribution evidence is required before changing this row to keep.
docs/4-research/papers/by-topic/04-cim-architectures/Bit_Slicing_Techniques_arXiv_2024.pdf,Bit_Slicing_Techniques_arXiv_2024,https://arxiv.org/pdf/2512.18459.pdf,https://arxiv.org/abs/2512.18459,CC BY-NC-SA 4.0 shown on arXiv item page,"attribution, noncommercial only, share alike, license link, indicate changes",keep-with-conditions,ArXiv item page shows CC BY-NC-SA 4.0.
docs/4-research/papers/by-topic/04-cim-architectures/CIM_Safety_Critical_ATRICE_arXiv_2312.01633.pdf,CIM_Safety_Critical_ATRICE_arXiv_2312.01633,,,,,replace-with-link,Explicit redistribution evidence is required before changing this row to keep.
docs/4-research/papers/by-topic/04-cim-architectures/Crossbar_Sneak_Path_Analysis_arXiv.pdf,Crossbar_Sneak_Path_Analysis_arXiv,https://arxiv.org/pdf/2204.09543.pdf,https://arxiv.org/abs/2204.09543,CC BY 4.0 shown on arXiv item page,"attribution, license link, indicate changes, no extra restrictions",keep,Explicit redistribution evidence is required before changing this row to keep.
docs/4-research/papers/by-topic/04-cim-architectures/FTJ_Crossbar_Experiment_arXiv.pdf,FTJ_Crossbar_Experiment_arXiv,https://arxiv.org/pdf/2504.11137.pdf,https://arxiv.org/abs/2504.11137,CC BY 4.0 shown on arXiv item page,"attribution, license link, indicate changes, no extra restrictions",keep,Explicit redistribution evidence is required before changing this row to keep.
docs/4-research/papers/by-topic/04-cim-architectures/FeFET_CIM_Energy_Efficiency_arXiv_2024.pdf,FeFET_CIM_Energy_Efficiency_arXiv_2024,,,,,replace-with-link,Explicit redistribution evidence is required before changing this row to keep.
docs/4-research/papers/by-topic/04-cim-architectures/FeFET_Crossbar_Impact_arXiv.pdf,FeFET_Crossbar_Impact_arXiv,,,,,replace-with-link,Explicit redistribution evidence is required before changing this row to keep.
docs/4-research/papers/by-topic/04-cim-architectures/FeFET_Crossbar_MNIST_Hardware_arXiv.pdf,FeFET_Crossbar_MNIST_Hardware_arXiv,https://arxiv.org/pdf/2010.07910.pdf,https://arxiv.org/abs/2010.07910,arXiv item page did not show explicit redistribution license; retain as link only,none,replace-with-link,Explicit redistribution evidence is required before changing this row to keep.
docs/4-research/papers/by-topic/04-cim-architectures/HCiM_ADC_Less_2024.pdf,HCiM_ADC_Less_2024,,,,,replace-with-link,Explicit redistribution evidence is required before changing this row to keep.
docs/4-research/papers/by-topic/04-cim-architectures/In_Memory_Computing_Deep_Learning_arXiv.pdf,In_Memory_Computing_Deep_Learning_arXiv,https://arxiv.org/pdf/1909.12521.pdf,https://arxiv.org/abs/1909.12521,arXiv item page did not show explicit redistribution license; retain as link only,none,replace-with-link,Explicit redistribution evidence is required before changing this row to keep.
docs/4-research/papers/by-topic/04-cim-architectures/Memristor_CIM_Survey_arXiv.pdf,Memristor_CIM_Survey_arXiv,https://arxiv.org/pdf/2407.13410.pdf,https://arxiv.org/abs/2407.13410,CC BY-NC-ND 4.0 shown on arXiv item page,"attribution, noncommercial only, no derivatives, license link",keep-with-conditions,Explicit redistribution evidence is required before changing this row to keep.
docs/4-research/papers/by-topic/04-cim-architectures/Mixed_Signal_DNN_Accelerator_arXiv.pdf,Mixed_Signal_DNN_Accelerator_arXiv,https://arxiv.org/pdf/2108.05900.pdf,https://arxiv.org/abs/2108.05900,arXiv item page did not show explicit redistribution license; retain as link only,none,replace-with-link,Explicit redistribution evidence is required before changing this row to keep.
docs/4-research/papers/by-topic/04-cim-architectures/Multi_Level_FeFET_Programming_arXiv.pdf,Multi_Level_FeFET_Programming_arXiv,https://arxiv.org/pdf/2312.15444.pdf,https://arxiv.org/abs/2312.15444,CC BY 4.0 shown on arXiv item page,"attribution, license link, indicate changes, no extra restrictions",keep,Explicit redistribution evidence is required before changing this row to keep.
docs/4-research/papers/by-topic/04-cim-architectures/Neuromorphic_Computing_Hardware_arXiv.pdf,Neuromorphic_Computing_Hardware_arXiv,https://arxiv.org/pdf/2203.00735.pdf,https://arxiv.org/abs/2203.00735,arXiv item page did not show explicit redistribution license; retain as link only,none,replace-with-link,Explicit redistribution evidence is required before changing this row to keep.
docs/4-research/papers/by-topic/04-cim-architectures/Neuromorphic_Hardware_Vision_Systems_arXiv.pdf,Neuromorphic_Hardware_Vision_Systems_arXiv,https://arxiv.org/pdf/2111.11683.pdf,https://arxiv.org/abs/2111.11683,CC BY 4.0 shown on arXiv item page,"attribution, license link, indicate changes, no extra restrictions",keep,Explicit redistribution evidence is required before changing this row to keep.
docs/4-research/papers/by-topic/04-cim-architectures/Photonics_Neuromorphic_Computing_arXiv.pdf,Photonics_Neuromorphic_Computing_arXiv,https://arxiv.org/pdf/2108.02183.pdf,https://arxiv.org/abs/2108.02183,arXiv item page did not show explicit redistribution license; retain as link only,none,replace-with-link,Explicit redistribution evidence is required before changing this row to keep.
docs/4-research/papers/by-topic/04-cim-architectures/RRAM_Crossbar_Programming_arXiv.pdf,RRAM_Crossbar_Programming_arXiv,https://arxiv.org/pdf/1906.11862.pdf,https://arxiv.org/abs/1906.11862,arXiv item page did not show explicit redistribution license; retain as link only,none,replace-with-link,Explicit redistribution evidence is required before changing this row to keep.
docs/4-research/papers/by-topic/04-cim-architectures/Spiking_Neural_Networks_Hardware_arXiv.pdf,Spiking_Neural_Networks_Hardware_arXiv,https://arxiv.org/pdf/1705.06963.pdf,https://arxiv.org/abs/1705.06963,arXiv item page did not show explicit redistribution license; retain as link only,none,replace-with-link,Explicit redistribution evidence is required before changing this row to keep.
docs/4-research/papers/by-topic/04-cim-architectures/Temperature_Resilient_FeFET_CIM_2024.pdf,Temperature_Resilient_FeFET_CIM_2024,,,,,replace-with-link,Explicit redistribution evidence is required before changing this row to keep.
docs/4-research/papers/by-topic/04-cim-architectures/adc_precision_cim_accuracy_2024.pdf,adc_precision_cim_accuracy_2024,https://arxiv.org/pdf/2411.11022.pdf,https://arxiv.org/abs/2411.11022,CC BY 4.0 shown on arXiv item page,"attribution, license link, indicate changes, no extra restrictions",keep,ArXiv item page shows CC BY 4.0.
docs/4-research/papers/by-topic/04-cim-architectures/charge_cam_oneshot_2025.pdf,charge_cam_oneshot_2025,,,,,replace-with-link,Explicit redistribution evidence is required before changing this row to keep.
docs/4-research/papers/by-topic/04-cim-architectures/cim_landscape_overview_2024.pdf,CIM Landscape Research Commercial Overview,https://arxiv.org/pdf/2401.14428.pdf,https://arxiv.org/abs/2401.14428,CC BY 4.0 shown on arXiv item page,"attribution, license link, indicate changes, no extra restrictions",keep,Explicit redistribution evidence is required before changing this row to keep.
